LON,LAT,EDO,CLAVE,ESTACION,oct-24
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",311.55
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",61.7
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",218.52
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",242.1
-97.492222,17.513333,OAX,TEPOX,"Teposcolula, Oax.",82.12
-95.6,16.416667,OAX,TEQOX,"Tequisistlán, Oax.",303.42
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",190.5
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",246.42
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatlán de Segura y Luna, Oax.",83.21
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",363.61
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",684
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",641.32
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",62.52
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",267.47
-98.389444,17.755278,OAX,ZALOX,"Zapotitlán Lagunas, Oax.",65.5
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",176.33
-97.818056,17.889722,OAX,ZAPOX,"Zapotitlán Palmas, Oax.",60.41
-98.285,19.016667,PUE,ACAPB,"Acatepec, Pue.",0
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",63.6
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",75.61
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",63.4
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",130.13
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",85
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",97.8
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",184.1
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",194.5
-97.881111,20.385833,PUE,AVCPB,"Avila Camacho, Pue.",143.4
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",389.16
-98.108611,18.9125,PUE,BDDPB,"Manuel Avila Camacho, Pue.",46.12
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serdán, Pue.",47
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",87.2
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",22.8
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",117.31
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",165.5
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",11.6
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",105
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",156.21
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",66.52
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",384
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",433.5
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",133.5
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",84.21
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",69
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",221.02
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",37.3
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",73.63
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",89
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",50.01
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",325.66
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",178.8
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",140
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",112.03
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",96
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",64.71
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",235.5
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",161.3
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",204.4
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",243
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",68.92
-97.205556,20.133889,PUE,SJAPB,"San José Acateno, Pue.",139.4
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",95
-98.433889,19.287222,PUE,SMTPB,"San Martín Texmelucan, Pue.",81.45
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",392.75
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",68.5
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",379.96
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",337.6
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",99.6
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",66
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",242.31
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",167.4
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",21.8
-97.359722,19.815278,PUE,TEZPB,"Teziutlán, Pue.",393.51
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",96.4
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",219.3
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",72.81
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",399.86
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",224.52
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",158
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",204.41
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",488.1
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",342
-100.412222,20.504167,QRO,BATQT,"El Batán, Qro.",4.8
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",0
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",0.02
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",6
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",1.22
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",2.1
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",25.7
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",1.5
-100.366667,20.566667,QRO,OBSQT,"Observatorio de Querétaro, Qro.",2.82
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",1.01
-99.169167,21.499167,QRO,SGORDAI,"Sierra Gorda 1, Qro. SMN*",3
-100,20.3625,QRO,SJSQT,"San José, Qro.",0.4
-87.835556,18.28,QROO,AXCALAK,"Arrecifes Xcalak, Q. Roo. SMN*",502.6
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo.",307.72
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",903.746
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",401.82
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo. SMN*",397.4
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",554.4
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",285.4
-87.372778,21.521389,QROO,HLBQR,"Isla Holbox, Q. Roo.",165.8
-86.735,21.235556,QROO,IMJQR,"Isla Mujeres, Q.Roo.",140.7
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo. SMN*",218.2
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",648.1
-86.807222,21.185556,QROO,PTOJUAREZmar,"Puerto Juárez, Q. Roo. SEMAR*",192.278
-87.465556,20.1275,QROO,SIAQR,"Sian Ka an 2, Q. Roo. SMN*",0
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",8.02
-107.388333,25.101389,SIN,ALMSI,"Adolfo López Mateos, Sin.",0.02
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",0.01
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",7.01
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",48.52
-108.333333,26.733333,SIN,CHOSI,"Choix Pueblo, Sin.",27.01
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",27.01
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",0
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",29.01
-108.480833,25.806667,SIN,ENASI,"Estación Naranjo, Sin.",8.3
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",27
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Diaz Ordáz, Sin.",6.89
-107.911111,25.856667,SIN,GDOSI,"Gustavo Díaz Ordaz, Sin.",2
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",7.26
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",22.5
-109.301111,25.966111,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0.01
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",35.5
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",40
-108.712222,26.437222,SIN,JODSI,"El Sabino, Sin.",4
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",3
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",14.52
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",8
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0.01
-108.583333,26.5,SIN,MHGSI,"Miguel Hidalgo, Sin.",42
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",29.11
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",30.7
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",42
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",11
-107.755833,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",0
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",29
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",18.25
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",39
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",18.21
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",30
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",5.99
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",2.4
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",12.01
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",0
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",3.5
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",0
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",4.01
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",94.3
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",124.8
-100.021667,21.936111,SLP,CDFERNANDEZ,"Ciudad Fernández, S.L.P. SMN*",26.6
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",20
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",97.6
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",5.31
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",2.8
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",3.32
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",45.63
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",148.2
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",5.31
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",52.13
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",91
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",33.8
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",3.51
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",11.9
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",83.92
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",81.7
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",21.6
-100.548333,21.629444,SLP,TIESL,"La Muñeca, S.L.P.",1.21
-101.9125,22.831944,SLP,VRASL,"Villa de Ramos, S.L.P.",0
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",0
-108.937778,27.021667,SON,ALMSO,"Álamos, Son.",41.5
-111.834444,30.714444,SON,ALTSO,"Observatorio de Altar, Son.",0
-109.8925,27.8225,SON,AOBSO,"Alvaro Obregón, Son.",0
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",1.01
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",0.01
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",0
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",0
-111.921944,28.815,SON,BAHIAKINO,"Bahía de Kino, Son. SMN*",0
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",0
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",0
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",0
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",0
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",0
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",0
-109.931944,27.496389,SON,COBSO,"Ciudad Obregón, Son.",0
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",0
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",0
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",0
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",0
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",0
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",0
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",0
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",0
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",0
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",0
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",3.3
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",0
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",0
-113.304722,31.68,SON,PINACATE,"El Pinacate, Son. SMN*",0
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",0
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",0
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",0
-113.539167,31.305833,SON,PTOPENASCOmar,"Puerto Peñasco, Son. SEMAR*",0
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",0
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",1.01
-114.797778,32.423889,SON,RCOLORADO,"San Luis Río Colorado, Son. SMN*",0
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",39.51
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",0
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",0
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",0.01
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",0
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",0.02
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",386.6
-93.362778,17.865,TAB,CAMOAPA,"Camoapa, Tab. SGT*",344.4
-93.383056,17.998056,TAB,CARDENASPCT,"Cárdenas Protección Civil, Tab.",261.4
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",202.1
-91.229167,17.289722,TAB,CUSUMACINTA,"Cañón Usumacinta, Tab. SMN*",364.8
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",391.1
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",371.9
-93,17.975,TAB,GONTB,"González, Tab.",396.5
-93.066667,17.966667,TAB,GONZALEZ,"González, Tab. SGT*",403
-92.167222,18.100556,TAB,JONUTAHM,"Jonuta hidrométrica, Tab. SGT*",323.2
-92.92,17.75,TAB,LOSAGAVES,"Los Agaves, Tab. SGT*",23.4
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",387.7
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",378.7
-92.646389,18.406389,TAB,PCENTLA,"Pantanos de Centla, Tab. SMN*",224.6
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",376.4
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",366.8
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",326.3
-92.976944,17.980278,TAB,POSTA,"La Posta, Tab. SGT*",318.8
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",447.7
-93.275556,17.996944,TAB,SAMTB,"SaMaría, Tab.",412.7
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",324.6
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",496.6
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",455.6
-92.333889,17.840556,TAB,TEPETITAN,"Tepetitán, Tab. SGT*",132.8
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",51
-99.145556,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",62.7
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",260.22
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal Uno, Tamps.",40.9
-99.215,24.1025,TAMPS,BRRTP,"El Barretal, Tamps.",33.3
-98.5975,26.238056,TAMPS,CDOTP,"S J 2 18 Ciudad Díaz Ordaz, Tamps.",45.7
-98.983056,22.744444,TAMPS,CIUDADMANTE,"Ciudad Mante, Tamps. SMN*",19
-98.8,26.25,TAMPS,CMGTP,"S J 2 11 Camargo, Tamps.",40.6
-99.148611,26.430556,TAMPS,CMRTP,"Mier, Tamps.",58.4
-97.817778,25.966389,TAMPS,CONTP,"Control, Tamps.",74.52
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",30.3
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",22.9
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",34.7
-99.078611,23.384444,TAMPS,ENNTP,"La Encantada, Tamps.",17.4
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",16.8
-98.159167,24.841944,TAMPS,FDOTP,"San Fernando, Tamps.",44.7
-99.154722,23.046667,TAMPS,GOMEZFARIAS,"Gómez Farías, Tamps. SGT*",112.5
-97.953333,23.166389,TAMPS,LAETP,"La Esperanza, Tamps.",103.2
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",46.9
-99.120556,22.852778,TAMPS,LSRTP,"La Servilleta, Tamps.",27.23
-99.551944,24.567778,TAMPS,MAGTP,"Magueyes, Tamps.",117.21
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",55.91
-98.586389,25.1175,TAMPS,MENTP,"Mendez, Tamps.",57.5
-99.040833,26.374167,TAMPS,MGATP,"S J 1 2 Miguel Alemán, Tamps.",63.5
-98.705556,22.795833,TAMPS,MGSTP,"Magiscatzín Dos, Tamps.",38.42
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",38.3
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo Gómez, Tamps.",64.4
-98.903611,24.043889,TAMPS,PADTP,"Padilla, Tamps.",51.13
-97.8,25.8,TAMPS,PANTP,"Pueblo Anáhuac, Tamps.",50.8
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",40
-99.019167,24.208056,TAMPS,PILTP,"Pilón, Tamps.",97.31
-99.555833,24.2475,TAMPS,PJMTP,"Pedro José Méndez, Tamps.",70.4
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",42.7
-99.026111,22.843056,TAMPS,RFRTP,"Río Frío, Tamps.",16.71
-98,25.966667,TAMPS,RIBTP,"Río Bravo, Tamps.",99
-97.991944,23.259444,TAMPS,RSPTP,"República Española, Tamps.",116.41
-98.285833,26.079722,TAMPS,RYATP,"S J 3 42 Reynosa, Tamps.",20.3
-98.883333,26.166667,TAMPS,RYNTP,"S J 2 9 Reynosa, Tamps.",20.3
-99.093056,23.031389,TAMPS,SBNTP,"Sabinas, Tamps.",33.01
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",21.8
-98.7875,23.085556,TAMPS,SGBTP,"San Gabriel, Tamps.",46.1
-98.208889,23.762222,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",199.5
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",20
-99.274167,24.0225,TAMPS,STETP,"Santa Engracia, Tamps.",36.7
-97.876111,22.238333,TAMPS,TMPTP,"Sistema Lagunero del Río Tamesí, Tamps.",207.6
-98.421944,22.413611,TAMPS,TMSTP,"Tamesí, Tamps.",137.3
-97.804167,25.906111,TAMPS,VCATP,"Villa Cárdenas, Tamps.",76.2
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",89.5
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",55
-99.488611,24.303889,TAMPS,VILLAGRAN,"Villagrán, Tamps. SMN*",86.2
-99.551111,24.566667,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",10.6
-98.131389,19.428611,TLAX,APITL,"Apizaco, Tlax.",54
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",33.7
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",47.3
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",36
-98.044167,19.2975,TLAX,MALINCHEI,"La Malinche 1, Tlax. SMN*",100.4
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",82.8
-98.200556,19.556111,TLAX,SJATL,"San José Atlanga, Tlax.",66
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",91.5
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",95
-96.843889,19.695833,VER,ACAVC,"Acatlán, Ver.",250.56
-94.931389,18.044444,VER,ACAYUCAN,"Acayucan, Ver. SMN*",152.6
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",388.22
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",378
-97.68,20.93,VER,ALAVC,"Alamo Temapache, Ver.",336
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",413.46
-96.736111,19.621667,VER,ALUVC,"Alto Lucero, Ver.",173.93
-95.4375,18.583333,VER,ARCVC,"Angel Rosario Cabada, Ver.",1011.95
-97.236944,19.885833,VER,ARRVC,"Arroyo Colorado, Ver. PC",363.13
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",135
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",241.13
-94.253889,17.954444,VER,CB2VC,"Planta de bombeo 2 de La Cangrejera, Ver.",1016
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",338.6
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",165
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",183.73
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",113.61
-97.878611,21.334444,VER,CITLALTEPEC,"Citlaltepec, Ver. SMN*",134.3
-97.545,21.068333,VER,CLHVC,"Chalahuite, Ver.",265.6
-94.406667,18.149722,VER,COATZACOALCOmar,"Coatzacoalcos, Ver. SEMAR*",359.664
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",259.83
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",825.3
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",270.38
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",550.31
-96.666389,19.361667,VER,CUMVC,"La Cumbre, Ver.",154.9
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",423.672
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",342
-97.399167,20.2575,VER,ESPVC,"El Espinal, Ver.",210.12
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",463.23
-96.9975,18.897778,VER,FORVC,"Fortín, Ver.",214.1
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",481.01
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",34.51
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",73
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",209.6
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",127
-96.554167,19.404167,VER,IDOVC,"Idolos, Ver.",161.2
-97.2175,21.471667,VER,ISLALOBOSmar,"Isla Lobos, Ver. SEMAR*",260.8
-94.666667,17.95,VER,JALVC,"Jaltipán, Ver.",250.9
-95.033333,17.433333,VER,JCRVC,"Jesús Carranza, Ver.",474
-94.088889,17.873611,VER,JDCVC,"San José del Carmen, Ver.",754.3
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",212.26
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",793.8
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",982.51
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",688.2
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",111
