LON,LAT,EDO,CLAVE,ESTACION,ene-24
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",100.80
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0.00
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",353.42
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",12.90
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",0.00
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",0.00
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",5.20
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",302.00
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0.00
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",0.30
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",343.30
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",60.98
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",0.70
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",11.10
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",74.61
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",17.11
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",5.00
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",10.51
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",10.02
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",1.71
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",4.70
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",1.00
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",3.20
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",3.90
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas. Ciudad Acuña, Coah. CILA*",17.00
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",12.02
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",20.40
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",8.60
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",2.21
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",41.00
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa De Fuentes, Coah. CILA*",18.50
-100.634444,28.898611,COAH,RioSanRodrigoC,"Río San Rodrigo cerca El Moral, Piedras Negras Coah., CILA*",6.25
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",5.02
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",5.11
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jimenez, Coah. CILA*",4.75
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",13.00
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",5.70
-101.213056,28.399444,COAH,SANTACECILIA,"Santa Cecilia, Coah. SMN*",4.55
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",6.01
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",1.01
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",12.02
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",0.00
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0.00
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0.00
-103.804167,19.2125,COL,CQMCM,"Coquimatlán, Col.",0.00
-103.6,19.325,COL,CUACM,"Cuauhtémoc, Col.",0.00
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0.00
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0.20
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",0.00
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",0.00
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",0.00
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",0.00
-103.8125,19.3275,COL,PNTCM,"Peñitas, Col.",0.50
-103.884444,19.111389,COL,DJLCM,"Presa derivadora Jala, Col.",0.00
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",0.00
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",4.50
-103.867778,18.911667,COL,TCMCM,"Tecomán, Col.",0.00
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0.00
-99.174167,19.240833,DF,AMC,"Academia Mexicana de Ciencias, Cd. de Méx. UNAM*",1.01
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",0.00
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0.00
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",0.42
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",0.01
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",0.25
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",0.00
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0.25
-99.140833,19.483333,DF,CCHVALLEJO,"CCH Vallejo, Cd. de Méx. UNAM*",0.90
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",0.25
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",1.25
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",3.42
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",1.74
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",1.78
-99.205,19.3,DF,DATDF,"Desviación Alta, Cd. de Méx.",0.00
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",0.00
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",0.75
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",0.00
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",2.50
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",0.00
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",0.95
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de Méx.",1.00
-98.960556,19.320833,DF,SSCDF,"La Caldera Subestación eléctrica Santa Lucía, Méx.",0.00
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos (El Moral), Cd. de Méx.",0.25
-99.120556,19.150556,DF,MTULMIAC,"Manantial Tulmiac, Cd. de Méx. SACMEX*",1.25
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",0.00
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",1.20
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",0.25
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de Méx.",0.30
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",0.32
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de Mécico Sur, Cd. de Méx.",1.00
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",0.79
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de Méx.",0.00
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",0.50
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",1.00
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",1.00
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",0.25
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",0.00
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",0.50
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",0.75
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",0.50
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0.00
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",5.00
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",1.00
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",0.00
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",0.00
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",2.25
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",0.50
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",0.00
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",0.00
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",1.75
-99.209444,19.308611,DF,PICACHOAJUSCO,"Planta Pichacho Ajusco Periférico, Cd. de Méx. SACMEX*",1.50
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",0.00
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",2.75
-99.17,19.4,DF,RCMDF,"Radio Comunicación, Cd. de Méx.",0.50
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",3.50
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de Méx.",0.00
-99.079167,19.465278,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",1.51
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SACMEX*",2.75
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",0.00
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",0.00
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Lucía), Cd. de Méx.",0.50
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",1.75
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",0.69
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",4.75
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",0.75
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",0.50
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",0.25
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",0.25
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",0.00
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",0.00
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",0.79
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",0.51
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",0.00
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",0.00
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",0.50
-99.245833,19.274167,DF,ZACATON,"Zacatón, Cd. de Méx. SACMEX*",2.00
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",0.02
-104.75,24.5,DGO,CNTDR,"Canatlán, Dgo.",0.30
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0.00
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",3.50
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",2.01
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",0.00
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0.00
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0.01
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0.01
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",0.02
-105.955556,25.934722,DGO,GNCDR,"Guanaceví, Dgo.",0.01
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",0.00
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",4.40
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",9.51
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",5.60
-104.75,23.516667,DGO,LBYDR,"Las Bayas, Dgo.",0.30
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",1.75
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",0.03
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",6.00
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",0.40
-104.656667,24.203889,DGO,PAGDR,"Peña del Águila, Dgo.",0.01
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0.00
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0.00
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",1.01
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",0.00
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0.00
-104.276944,25.085,DGO,SLCDR,"San Luis del Cordero, Dgo.",4.51
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",0.00
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0.00
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0.02
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0.02
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0.62
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0.00
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",0.00
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0.00
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",0.00
-100.5175,18.075833,GRO,AFIGR,"Andrés Figueroa, Gro.",0.00
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0.00
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",0.00
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",2.60
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",3.20
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",0.00
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",0.00
-99.661944,18.245278,GRO,COCGR,"Cocula, Gro.",0.00
-98.970833,16.614722,GRO,COPGR,"Copala, Gro.",0.00
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0.00
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0.00
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",0.00
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",0.00
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",0.00
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",3.00
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",0.00
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0.00
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",0.00
-99.369167,17.471111,GRO,MCHGR,"Mochitlán, Gro.",0.00
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",0.00
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",0.00
-98.735,17.777222,GRO,OLNGR,"Olinalá, Gro.",0.00
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0.00
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",0.00
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0.00
-99.166111,16.823611,GRO,RMEGR,"Revolución Mexicana, Gro.",0.00
-100.478611,18.171944,GRO,SCRISTOBALCFE,"San Cristóbal, Gro. CFE*",0.00
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",0.00
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",0.00
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",0.00
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",3.40
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0.00
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",0.00
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",0.00
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",0.00
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",0.00
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0.00
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",0.00
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",0.00
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",7.30
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",0.00
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",0.04
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",0.00
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",0.01
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",0.00
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",0.01
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",0.01
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",0.00
-100.9,20.95,GTO,CSRGJ,"Cinco Señores, Gto.",1.22
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",3.00
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",0.00
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",0.00
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",0.01
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",0.00
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",0.03
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",0.03
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",0.52
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",0.01
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",0.03
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",2.00
-101.996667,20.800556,GTO,FRIAS,"Frías, Gto. Protección Civil*",0.00
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",1.50
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",0.50
-100.518333,20.145556,GTO,JCRGJ,"Jerécuaro, Gto.",0.02
-100.816667,20.833333,GTO,BEGGJ,"La Begoña hidrométrica, Gto.",1.50
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",0.01
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",0.01
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",1.00
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",0.01
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",1.80
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",0.00
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",1.00
-101.666667,21.191667,GTO,CSSGJ,"Los Castillos, Gto.",3.10
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",3.10
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protección Civil*",0.51
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",2.62
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",0.00
-100.878333,21.105,GTO,PNLGJ,"Peñuelitas, Gto.",0.00
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",0.00
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",0.03
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",0.00
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",0.02
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",0.02
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",0.00
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",0.00
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",3.80
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",0.10
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",0.01
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",2.20
-100.666667,20.05,GTO,SL2GJ,"Solis, Gto.",3.02
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",3.03
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",0.01
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",0.00
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",1.81
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",0.00
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",45.50
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",5.80
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",0.00
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",18.60
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",45.20
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",2.20
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",3.20
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",3.12
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",0.01
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",1.63
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",8.50
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",6.10
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",0.00
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",1.20
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",5.82
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",0.01
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatlán, Hgo.",76.71
-99.308333,20.573611,HGO,TAXQUILLOCFE,"Taxquillo, Hgo. CFE*",1.90
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",0.00
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",3.00
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",8.00
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",0.03
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",0.40
-102.436944,21.599444,JAL,AJJJL,"Ajojúcar, Jal.",0.00
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",2.00
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",0.00
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0.00
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",0.00
-103.782778,21.831667,JAL,BLNJL,"Bolaños, Jal.",0.00
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",0.00
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",2.79
-104.566667,19.233333,JAL,CIHJL,"Cihuatlán, Jal.",0.00
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",0.00
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",0.00
-102.7825,20.341389,JAL,CUIJL,"Cuitzeo, Jal.",0.00
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",0.00
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",1.20
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0.01
-102.766667,20.298056,JAL,FTEJL,"El Fuerte, Jal.",0.00
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",0.00
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",1.01
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",0.00
-102.976111,20.681389,JAL,EGCJL,"Ing. Elías González Chávez, Jal.",1.70
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",6.50
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",1.00
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",0.20
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",0.03
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",0.00
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",1.80
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",1.50
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",0.00
-104.786389,20.525278,JAL,MSCJL,"Mascota, Jal.",0.00
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitlán, Jal. SGT*",2.80
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",5.20
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotlán, Jal.",0.00
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",0.00
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",2.00
-103.361667,20.583889,JAL,PITJL,"Protección a Infraestructura y Atención a Emergencias, Jal.",0.00
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",0.50
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",5.30
-105.133611,19.998611,JAL,RIOTOMATLAN,"Río Tomatlán, Jal. SMN*",0.00
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",0.00
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",3.20
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0.00
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",0.00
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",0.00
