LON,LAT,EDO,CLAVE,ESTACION,sep-24
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",469.5
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",382.85
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",441.71
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",606
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",386.01
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",124.56
-98.389444,17.755278,OAX,ZALOX,"Zapotitlán Lagunas, Oax.",270.01
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",232.02
-97.818056,17.889722,OAX,ZAPOX,"Zapotitlán Palmas, Oax.",200.91
-98.285,19.016667,PUE,ACAPB,"Acatepec, Pue.",0
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",56.82
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",267.5
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",186.02
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",214.6
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",155
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",323.2
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",355.9
-97.881111,20.385833,PUE,AVCPB,"Avila Camacho, Pue.",544.3
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",346.62
-98.108611,18.9125,PUE,BDDPB,"Manuel Avila Camacho, Pue.",129.32
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serdán, Pue.",83
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",220.9
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",39.6
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",242.32
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",248.51
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",156.1
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",196
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",221.5
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",636.01
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",363.52
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",332
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",214.16
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",247.5
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",315.61
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",136.5
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",90.43
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",262.01
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",78.62
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",292.43
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",50.7
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",583.64
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",273.7
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",229
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",100.01
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatlán de Valle, Pue. SGT*",224.6
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",175
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",164.11
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",158.5
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",214.3
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",307.6
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",283.01
-97.205556,20.133889,PUE,SJAPB,"San José Acateno, Pue.",145.83
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",224.03
-98.433889,19.287222,PUE,SMTPB,"San Martín Texmelucan, Pue.",176.91
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",349.12
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",159
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",290.42
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",281.7
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",99.8
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",106.51
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",228.6
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",137.02
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",144.9
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",110.8
-97.359722,19.815278,PUE,TEZPB,"Teziutlán, Pue.",162.54
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",178.4
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",488
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",66.51
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",544.54
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",295.41
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",100.3
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",460.9
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",309.5
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",233.01
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",196.21
-100.412222,20.504167,QRO,BATQT,"El Batán, Qro.",122.05
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",49.5
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",128
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",124.5
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",93.52
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",88.6
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",151.7
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",65
-100.366667,20.566667,QRO,OBSQT,"Observatorio de Querétaro, Qro.",184.73
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",41.96
-100,20.3625,QRO,SJSQT,"San José, Qro.",118.1
-87.835556,18.28,QROO,AXCALAK,"Arrecifes Xcalak, Q. Roo. SMN*",155.4
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo.",375.71
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",140.97
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",144.4
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo. SMN*",284.39
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",224.2
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",182.3
-87.372778,21.521389,QROO,HLBQR,"Isla Holbox, Q. Roo.",263.1
-86.735,21.235556,QROO,IMJQR,"Isla Mujeres, Q.Roo.",191.8
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo. SMN*",226.6
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",464
-86.807222,21.185556,QROO,PTOJUAREZmar,"Puerto Juárez, Q. Roo. SEMAR*",293.12
-87.465556,20.1275,QROO,SIAQR,"Sian Ka an 2, Q. Roo. SMN*",0
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",27
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",87
-107.388333,25.101389,SIN,ALMSI,"Adolfo López Mateos, Sin.",87
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",201
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",81.03
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",151.01
-108.333333,26.733333,SIN,CHOSI,"Choix Pueblo, Sin.",5.5
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",5.5
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",74.6
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",15.51
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",237.71
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",14
-108.480833,25.806667,SIN,ENASI,"Estación Naranjo, Sin.",134
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",101.01
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Diaz Ordáz, Sin.",266
-107.911111,25.856667,SIN,GDOSI,"Gustavo Díaz Ordaz, Sin.",266
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",237.71
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",202
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",102.6
-109.301111,25.966111,SIN,HDZSI,"Higuera de Zaragoza, Sin.",96
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",35.7
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",83.01
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",32.61
-108.712222,26.437222,SIN,JODSI,"El Sabino, Sin.",83.01
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",83.01
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",41.32
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",35.8
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",35.8
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",55.41
-108.583333,26.5,SIN,MHGSI,"Miguel Hidalgo, Sin.",26.81
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",88.2
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",86.11
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",26.81
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",46.51
-107.755833,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",64.5
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",45
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",140.25
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",64.22
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",96
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",167.01
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",22.92
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",70
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",87.31
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",87.31
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",86.6
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",85.09
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",42
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",83.01
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",194
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",228.3
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",88
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",9
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",176.8
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",41.2
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",52
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",39.46
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",125.92
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",130.2
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",33.4
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",41.52
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",40.1
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",121.6
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",83.22
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",128.4
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",175.4
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",68.21
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",125
-100.548333,21.629444,SLP,TIESL,"La Muñeca, S.L.P.",18.53
-101.9125,22.831944,SLP,VRASL,"Villa de Ramos, S.L.P.",72
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",0
-108.937778,27.021667,SON,ALMSO,"Álamos, Son.",41.2
-111.834444,30.714444,SON,ALTSO,"Observatorio de Altar, Son.",0
-109.8925,27.8225,SON,AOBSO,"Alvaro Obregón, Son.",0.02
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",17.52
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",20
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",10.2
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",0
-111.921944,28.815,SON,BAHIAKINO,"Bahía de Kino, Son. SMN*",0
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",0
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",4.02
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",6.2
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",23
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",2.5
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",0.01
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",0.62
-109.931944,27.496389,SON,COBSO,"Ciudad Obregón, Son.",92.01
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",68.9
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",5.5
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",9.02
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",10.2
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",26.2
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",0.01
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",8.4
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",57.2
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",16.3
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",0
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",15.4
-110.913889,31.297778,SON,NOGALES,"Nogales, Son. SMN*",15.4
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",17.61
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",0
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",0
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",0
-113.304722,31.68,SON,PINACATE,"El Pinacate, Son. SMN*",0
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",0.01
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",0
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",11.14
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",0.01
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",5.81
-114.797778,32.423889,SON,RCOLORADO,"San Luis Río Colorado, Son. SMN*",0
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",39.52
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",12.5
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",0.02
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",15.51
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",23.52
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",9.52
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",268.4
-93.362778,17.865,TAB,CAMOAPA,"Camoapa, Tab. SGT*",0.2
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",203.8
-91.229167,17.289722,TAB,CUSUMACINTA,"Cañón Usumacinta, Tab. SMN*",221.8
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",194.5
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",205.4
-93,17.975,TAB,GONTB,"González, Tab.",252.1
-93.066667,17.966667,TAB,GONZALEZ,"González, Tab. SGT*",270.1
-92.167222,18.100556,TAB,JONUTAHM,"Jonuta hidrométrica, Tab. SGT*",196.8
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",218.6
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",234.8
-92.646389,18.406389,TAB,PCENTLA,"Pantanos de Centla, Tab. SMN*",154.2
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",349
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",330.3
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",191.7
-92.976944,17.980278,TAB,POSTA,"La Posta, Tab. SGT*",235
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",395
-92.829722,18.235278,TAB,RIOGONZALEZ,"Río González, Tab. SGT*",400.4
-93.275556,17.996944,TAB,SAMTB,"SaMaría, Tab.",323.3
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",252.3
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",204.7
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",451
-92.333889,17.840556,TAB,TEPETITAN,"Tepetitán, Tab. SGT*",169.4
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",69
-99.145556,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",289.9
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",91.9
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal Uno, Tamps.",203
-99.215,24.1025,TAMPS,BRRTP,"El Barretal, Tamps.",194.8
-98.5975,26.238056,TAMPS,CDOTP,"S J 2 18 Ciudad Díaz Ordaz, Tamps.",66.11
-98.983056,22.744444,TAMPS,CIUDADMANTE,"Ciudad Mante, Tamps. SMN*",183.5
-98.8,26.25,TAMPS,CMGTP,"S J 2 11 Camargo, Tamps.",45.61
-99.148611,26.430556,TAMPS,CMRTP,"Mier, Tamps.",96.41
-97.817778,25.966389,TAMPS,CONTP,"Control, Tamps.",70.04
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",55.4
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",293
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",249.21
-99.078611,23.384444,TAMPS,ENNTP,"La Encantada, Tamps.",192.6
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",87.4
-98.159167,24.841944,TAMPS,FDOTP,"San Fernando, Tamps.",176.5
-99.154722,23.046667,TAMPS,GOMEZFARIAS,"Gómez Farías, Tamps. SGT*",441.2
-97.953333,23.166389,TAMPS,LAETP,"La Esperanza, Tamps.",142.8
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",113.5
-99.120556,22.852778,TAMPS,LSRTP,"La Servilleta, Tamps.",345.44
-99.551944,24.567778,TAMPS,MAGTP,"Magueyes, Tamps.",376.7
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",401.21
